epoch,accuracy,loss,val_accuracy,val_loss
0,0.3176704,1.7261308900382086,0.36570075154304504,1.7424036372036746
1,0.42829776,1.478665309978954,0.42212316393852234,1.5280935214269324
2,0.4741022,1.373737832471708,0.46168848872184753,1.4193413958771377
3,0.50343096,1.3100413478730037,0.407634437084198,1.577598474390429
4,0.52150893,1.2584298830129679,0.4887155294418335,1.36869222797634
5,0.53363055,1.2250618097936519,0.49818891286849976,1.4709182040011792
6,0.54418474,1.1950412244440316,0.41292840242385864,1.655106295148255
7,0.5560974,1.1689323758359795,0.5367790460586548,1.227226733264567
8,0.568219,1.1456118534631858,0.5650599002838135,1.155031189841459
9,0.5739663,1.1261808546347911,0.5580942034721375,1.1901605881565824
10,0.5770664,1.117779423608032,0.5512677431106567,1.1916900808082447
11,0.58472955,1.1003977380089054,0.5862357020378113,1.1206050872072
12,0.5894319,1.0862464331140538,0.5684034824371338,1.1951096208522698
13,0.5947264,1.0738348302026002,0.5895792841911316,1.1002486216453962
14,0.5992546,1.0577018355504402,0.568821370601654,1.2476186005974188
15,0.60852,1.0459200851786634,0.5646419525146484,1.1741857208160014
16,0.612665,1.0340036754739534,0.6050431728363037,1.0938033557894768
17,0.61127174,1.027905222257521,0.5993313193321228,1.1045980694633435
18,0.6184472,1.0107986780330593,0.5735580921173096,1.1394564530649502
19,0.62381136,1.0062742485779654,0.6001671552658081,1.1163380209301534
20,0.62705076,0.9946477218433135,0.599609911441803,1.104292390488688
21,0.63039464,0.984094810623282,0.6040679812431335,1.096838430828223
22,0.6308823,0.9834157083470427,0.5918083190917969,1.102936736419361
23,0.6368735,0.9724521612007377,0.6090832948684692,1.0899943144549298
24,0.6402522,0.9633322478632074,0.5872108936309814,1.1104840114442842
25,0.64136684,0.9555773698090635,0.6078294515609741,1.088546292235108
26,0.6438399,0.9510729817571119,0.6178601384162903,1.081995391536802
27,0.6470097,0.9402681950504012,0.6028141379356384,1.1273619262711787
28,0.6528615,0.9317627762253538,0.6100584864616394,1.0573365835467232
29,0.65185136,0.9318505303314676,0.5997492074966431,1.1533806442583328
30,0.6549514,0.9244246633516475,0.6179994344711304,1.0972515153134224
31,0.65564805,0.923267594553584,0.6154918074607849,1.0658549143929905
32,0.6612212,0.9129613292906957,0.584703266620636,1.1460692690554088
33,0.6611167,0.9062990627632964,0.5486207604408264,1.254234906706381
34,0.6668292,0.8962982859563843,0.6128448247909546,1.0743704277614128
35,0.6669685,0.8964140222959456,0.6223182082176208,1.025350477975137
36,0.66947645,0.8857729946679633,0.6249651908874512,1.053923279221392
37,0.67254174,0.8824934585348824,0.6179994344711304,1.095937391133254
38,0.668745,0.8760783884849098,0.6089439988136292,1.081596549223578
39,0.67612946,0.8724370817932333,0.6370855569839478,1.0329763778706187
40,0.67888117,0.8669023765300674,0.5872108936309814,1.1106330837237532
41,0.6806576,0.8635110190791759,0.6303984522819519,1.0245138488130736
42,0.6823296,0.85638341502073,0.6159096956253052,1.101952713058665
43,0.68212056,0.8512482379661998,0.5879074931144714,1.1265555949522015
44,0.6850117,0.8437464588002113,0.6139593124389648,1.086128238566774
45,0.68842524,0.8365442264233268,0.6168849468231201,1.1118323346903545
46,0.6870319,0.8415632050356865,0.6262189745903015,1.0502581804633706
47,0.6888432,0.8292394879282926,0.6097798943519592,1.0840350482150949
48,0.6931276,0.8228153139710938,0.6146559119224548,1.098088842625404
49,0.69483435,0.8235658038671108,0.6231541037559509,1.044981585202625
50,0.6956007,0.8140408131501082,0.601142406463623,1.1726510745464642
51,0.70009404,0.8104160485079456,0.6315129399299622,1.0976594883308135
52,0.6976209,0.8109031402125055,0.6154918074607849,1.0941094860422076
53,0.69967604,0.8045338693945348,0.6131234169006348,1.079777183340731
54,0.73429936,0.724466318419213,0.6490665674209595,1.0066429213183476
55,0.740604,0.7040748095586301,0.6471161842346191,1.01171947757857
56,0.7404647,0.6985652372503136,0.6482307314872742,1.0121439449898078
57,0.74551535,0.6877457419717037,0.6447478532791138,1.026060471497528
58,0.74770975,0.690232351386496,0.6457230448722839,1.016606718144001
59,0.7517155,0.6772019050460262,0.6455837488174438,1.0242934687850402
60,0.74917275,0.681400159454266,0.6514349579811096,1.0155098536745955
61,0.75307393,0.6723937249145453,0.6510170102119446,1.0170764663020826
62,0.75512904,0.667737406059768,0.6479520797729492,1.0246260157864417
63,0.75384027,0.6688186360101448,0.6508776545524597,1.0178281390490922
64,0.756801,0.6654382715687291,0.6462802886962891,1.0264852468467216
65,0.7536313,0.6649908141002929,0.65352463722229,1.021531716632657
66,0.7569403,0.6575736005848373,0.6480913758277893,1.0240188303615563
67,0.761573,0.6490315959278479,0.6510170102119446,1.018752179095326
68,0.76073706,0.6462536993905242,0.6518529057502747,1.019829551334599
69,0.7625135,0.643886660283011,0.6517135500907898,1.0214774605456618
70,0.7620955,0.6442437942733361,0.6522708535194397,1.02277673745627
71,0.7637326,0.6474623276383539,0.653803288936615,1.0220035913927903
72,0.7637675,0.6443570939727767,0.653106689453125,1.024065656893165
73,0.76561356,0.6439027993165569,0.6525494456291199,1.0242118007228647
74,0.762618,0.6412338487080652,0.6510170102119446,1.0260033730711238
75,0.7621303,0.6417333376814967,0.6525494456291199,1.0260859738488355
76,0.7616775,0.6477125669236575,0.6517135500907898,1.0254636716962227
77,0.7623045,0.6411493569731883,0.6522708535194397,1.0254746708374363
78,0.7632798,0.6435733674324859,0.6519922018051147,1.0258657486201594
79,0.76502144,0.6393504875938432,0.6518529057502747,1.0258600640575943
80,0.7638023,0.644005698326252,0.6522708535194397,1.0275944337335992
81,0.7632798,0.6394347952610481,0.65268874168396,1.0257159625630288
82,0.763245,0.6388433239436655,0.6528280973434448,1.0266667901224065
83,0.76561356,0.639210582956666,0.6522708535194397,1.0258098620496843
84,0.7655439,0.6368955556134445,0.65338534116745,1.026293829145721
85,0.7647079,0.637932526890464,0.65352463722229,1.0256261784208622
86,0.7648473,0.6413192998620093,0.6522708535194397,1.026370164228037
87,0.762827,0.6392529988335386,0.653106689453125,1.0255694181084067
88,0.7636978,0.6385174046072567,0.6528280973434448,1.0261871123851989
89,0.76561356,0.6416834358627709,0.6518529057502747,1.0276284949897092
90,0.7648821,0.639418094867557,0.65268874168396,1.0260839279762846
91,0.76401126,0.6416322390511806,0.6519922018051147,1.025850806903228
92,0.7633843,0.6400066414714511,0.6521314978599548,1.0274021835770903
93,0.7641854,0.6404920301034104,0.6532460451126099,1.0266694997007317
94,0.76453376,0.641679503976325,0.653106689453125,1.0266407343231228
95,0.7678777,0.6339120474632035,0.65338534116745,1.0259511209557268
96,0.7659619,0.6369807482214199,0.6522708535194397,1.0263501449061756
97,0.7626877,0.640426267924497,0.653106689453125,1.025245865163912
98,0.7647776,0.6405664443753806,0.6525494456291199,1.0276827948543148
99,0.76366293,0.639128265460501,0.6512956023216248,1.0261802200023495
100,0.76460344,0.6388432448998801,0.6525494456291199,1.026618020087439
101,0.76188654,0.6380520348074028,0.653106689453125,1.0270802343944614
102,0.76286185,0.6422156734465556,0.653106689453125,1.0266754649149803
103,0.76571804,0.6382778072216829,0.6529673933982849,1.0263117538019288
104,0.7662754,0.6372309443390836,0.6524101495742798,1.0260374217552872
